Sütun1;id;fiyat;oda_salon_sayisi;net_m2;bina_yasi;isinma_tipi;krediye_uygunluk;bulundugu_kat;banyo_sayisi;ilce;nüfus;eðitim;okuma_yazma_bilmeyen
3863;3863;630000;4;110;30;Merkezi;Uygun;10. Kat;1;Çankaya;925828;Lisans;0,7
4474;4474;205000;4;105;25;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
2097;2097;439000;7;240;12;Kombi;Uygun;4. Kat;2;Sincan;549108;Lise;1,44
3923;3923;385000;4;125;1;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
2842;2842;390000;5;150;4;Kombi;Uygun;3. Kat;2;Sincan;549108;Lise;1,44
2569;2569;149000;3;80;7;Kombi;Uygun;Kot 2;1;Sincan;549108;Lise;1,44
4389;4389;394000;4;115;0;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
4664;4664;335000;4;110;0;Merkezi(PayÖlçer);Uygun;5. Kat;1;Sincan;549108;Lise;1,44
3467;3467;1850000;5;200;12;Kombi;Uygun;6. Kat;2;Çankaya;925828;Lisans;0,7
554;554;215000;4;115;15;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
3944;3944;373000;4;105;25;Merkezi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2038;2038;1380000;6;180;2;Kombi;Uygun;4. Kat;3;Keçiören;938565;Lise;1,43
1168;1168;210000;3;100;15;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
2337;2337;322500;4;130;4;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
1060;1060;495000;4;90;2;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
1901;1901;459000;3;110;27;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3549;3549;415000;4;145;10;Kombi;Uygun;Kot 1;2;Keçiören;938565;Lise;1,43
881;881;580000;4;135;5;Merkezi(PayÖlçer);Uygun;3. Kat;2;Çankaya;925828;Lisans;0
2636;2636;369000;4;90;22;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
2721;2721;545000;4;120;35;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3974;3974;295000;5;200;4;Kombi;Uygun;Yüksek Giriþ;2;Sincan;549108;Lise;1,44
1639;1639;391000;4;125;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
1821;1821;400000;4;130;20;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
1756;1756;360000;4;110;15;Kombi;Uygun;Giriþ Katý;;Çankaya;925828;Lisans;0,7
179;179;725000;5;230;8;Kombi;Uygun;Teras Katý;2;Çankaya;925828;Lisans;0,7
753;753;340000;4;120;0;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
1066;1066;159000;3;85;30;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
77;77;810000;3;110;10;Merkezi(PayÖlçer);Uygun;20. Kat;2;Çankaya;925828;Lisans;0,7
2117;2117;162000;4;95;20;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4148;4148;950000;5;180;0;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
184;184;825000;4;140;29;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
2372;2372;348000;3;100;23;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
102;102;625000;5;180;20;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
2248;2248;950000;5;160;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
2801;2801;500000;4;115;20;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4386;4386;520000;4;120;30;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3316;3316;365000;5;165;17;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4762;4762;920000;4;115;3;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2438;2438;295000;4;100;18;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2576;2576;950000;7;250;11;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
2968;2968;325000;4;120;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
3989;3989;272000;4;90;25;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
118;118;735000;5;135;1;Kombi;Uygun;5. Kat;1;cankaya;925828;Lisans;0,7
2853;2853;279000;5;145;20;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
1810;1810;199000;4;95;27;;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
1029;1029;739000;4;160;0;Kombi;Uygun;En Üst Kat;2;Keçiören;938565;Lise;1,43
3462;3462;450000;4;115;30;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
4622;4622;350000;4;126;5;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
1365;1365;679000;4;140;12;Kombi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
1280;1280;690000;5;140;16;Kombi;Uygun;Giriþ Katý;2;cankaya;925828;Lisans;0,7
832;832;500000;4;115;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3198;3198;295000;4;120;10;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
2497;2497;429000;4;120;15;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
73;73;410;4;115;11;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
4715;4715;245000;3;105;25;Kombi;Uygun deðil;Kot 1;1;Keçiören;938565;Lise;1,43
61;61;265000;4;120;20;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
263;263;2,25E+05;3;90;25;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
1472;1472;329000;4;120;13;Kombi;Uygun;Kot 1;2;Keçiören;938565;Lise;1,43
2806;2806;1000000;4;145;0;Kombi;Uygun;Teras Katý;2;Keçiören;938565;Lise;1,43
1557;1557;325000;4;125;27;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4832;4832;349000;5;120;0;Kombi;Uygun;Yüksek Giriþ;2;Sincan;549108;Lise;1,44
1512;1512;535000;4;160;18;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4264;4264;545000;3;90;18;Merkezi;Uygun;11. Kat;1;Keçiören;938565;Lise;1,43
2324;2324;459000;4;125;13;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
438;438;650000;5;139;0;Merkezi(PayÖlçer);Uygun deðil;2. Kat;2;Sincan;549108;Lise;1,44
4398;4398;595;4;125;25;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
4123;4123;520000;5;145;0;Kombi;Uygun;Bahçe Katý;2;Keçiören;938565;Lise;1,43
3742;3742;515000;4;130;16;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2207;2207;625000;4;118;45;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4261;4261;180000;4;100;15;Kombi;Uygun deðil;3. Kat;1;Sincan;549108;Lise;1,44
3429;3429;350000;3;110;25;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2600;2600;450000;4;140;12;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
697;697;450000;2;50;0;Merkezi(PayÖlçer);Uygun;Zemin;1;Çankaya;925828;Lisans;0,7
3748;3748;545000;4;115;25;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4004;4004;249000;4;110;14;Kombi;Uygun;En Üst Kat;1;Sincan;549108;Lise;1,44
1078;1078;595000;4;115;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1250;1250;350000;4;135;0;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
2925;2925;465000;4;110;35;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
6;6;444000;4;110;26;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
2463;2463;750000;3;90;2;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2820;2820;385000;4;120;28;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
1949;1949;495000;4;90;2;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
4359;4359;900000;7;220;12;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
294;294;2750000;3;128;3;Merkezi;Uygun;21 ve üzeri;2;Çankaya;925828;Lisans;0,7
761;761;235000;4;85;25;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
3398;3398;680000;4;115;0;Merkezi;Uygun;Kot 2;2;Keçiören;938565;Lise;1,43
4458;4458;200000;4;115;23;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
252;252;350000;4;115;20;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1647;1647;180000;3;80;26;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
848;848;1490000;5;180;14;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
3517;3517;360000;4;100;40;Merkezi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
2481;2481;845000;5;140;11;Kombi;Uygun;Bahçe Katý;2;Keçiören;938565;Lise;1,43
74;74;348000;3;100;22;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
3006;3006;235000;3;80;40;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2709;2709;245000;3;103;10;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
768;768;397000;4;120;21;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
831;831;179000;4;110;25;Merkezi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
4504;4504;1350000;5;225;0;Kombi;Uygun;2. Kat;3;Çankaya;925828;Lisans;0
233;233;550000;4;120;40;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2331;2331;226000;4;110;30;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
2518;2518;590000;4;105;35;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2007;2007;365000;4;120;18;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;0
4375;4375;379000;4;120;19;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
4460;4460;459000;5;158;5;Kombi;Uygun;4. Kat;2;Sincan;549108;Lise;1,44
4799;4799;575000;4;125;25;Merkezi;Uygun;6. Kat;1;Keçiören;938565;Lise;1,43
3364;3364;2299000;4;138;12;Merkezi(PayÖlçer);Uygun;21 ve üzeri;2;Çankaya;925828;Lisans;0,7
2504;2504;425000;4;135;20;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1388;1388;470000;4;122;12;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4057;4057;665000;4;100;31;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1890;1890;369000;4;115;4;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
4511;4511;1,59E+05;4;110;25;Kombi;Uygun;1. Kat;1;Mamak;669465;Lise;1,9
3211;3211;350000;3;90;35;Merkezi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
1068;1068;313000;4;120;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4360;4360;325000;4;120;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2924;2924;275000;4;100;40;Kombi;Uygun;5. Kat;1;Çankaya;925828;Lisans;0,7
19;19;307000;4;100;25;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4840;4840;950000;4;100;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
1088;1088;405000;5;160;12;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
1830;1830;1600000;5;190;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
511;511;750000;4;90;20;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
1120;1120;875000;4;130;0;Kombi;Uygun;Yüksek Giriþ;2;Çankaya;925828;Lisans;0,7
3064;3064;560000;4;110;35;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4333;4333;79500;3;80;25;Kombi;Uygun;Bahçe Katý;1;Sincan;549108;Lise;1,44
2948;2948;400000;4;110;0;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
744;744;319000;3;85;30;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2962;2962;525000;6;230;20;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
3884;3884;875000;4;130;30;Merkezi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1340;1340;3,49E+05;4;125;10;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
1592;1592;553000;4;137;25;Merkezi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
2138;2138;545000;4;120;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2119;2119;245000;4;115;20;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
3587;3587;179000;3;56;35;Merkezi;Uygun;Zemin;1;Çankaya;925828;Lisans;0,7
346;346;470000;4;155;20;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
518;518;780000;3;65;0;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2445;2445;1,72E+06;5;200;30;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
371;371;995000;5;;0;Merkezi(PayÖlçer);Uygun;8. Kat;2;Çankaya;925828;Lisans;0,7
4358;4358;265000;4;110;22;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
571;571;420000;4;125;4;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4532;4532;750000;3;90;2;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4446;4446;345500;4;135;0;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
1430;1430;765000;5;200;20;Kombi;Uygun;3. Kat;3;Keçiören;938565;Lise;1,43
3134;3134;365000;3;95;1;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
1969;1969;1990000;5;190;4;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
2190;2190;500000;2;65;0;Merkezi(PayÖlçer);Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
1685;1685;650000;4;110;35;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1246;1246;375000;4;110;30;Merkezi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
684;684;269000;4;110;25;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
4440;4440;524000;4;130;25;Merkezi;Uygun;8. Kat;1;Çankaya;925828;Lisans;0,7
237;237;670000;5;140;0;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
430;430;2,45E+06;6;200;1;Merkezi(PayÖlçer);Uygun;5. Kat;2;Çankaya;925828;Lisans;0,7
1951;1951;315000;4;120;15;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
2785;2785;500000;4;115;20;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4638;4638;522000;2;66;1;Merkezi(PayÖlçer);Uygun;7. Kat;1;Çankaya;925828;Lisans;0,7
1011;1011;1,15E+06;4;140;17;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1278;1278;420000;4;120;22;Merkezi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
4334;4334;880000;4;125;0;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
693;693;319000;4;125;5;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4531;4531;459000;3;110;22;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1780;1780;490000;3;90;3;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
353;353;309000;4;135;7;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
2869;2869;620000;4;125;20;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
376;376;180000;4;105;20;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;liS3;1,44
221;221;580000;4;135;5;Merkezi(PayÖlçer);Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
58;58;139000;4;110;25;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
2152;2152;350000;4;85;30;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
877;877;385000;4;115;25;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3143;3143;595000;4;120;40;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
274;274;3,35E+05;4;120;28;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
814;814;299000;4;115;11;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
917;917;395000;3;90;22;Merkezi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
3705;3705;135000;4;100;30;Kombi;Uygun;Bahçe Katý;1;Sincan;549108;Lise;1,44
4476;4476;260000;3;75;37;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
1206;1206;275000;3;100;25;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3174;3174;287500;2;60;4;Merkezi(PayÖlçer);Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4874;4874;270000;3;90;8;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4378;4378;379000;4;115;29;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2089;2089;419000;4;135;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
4335;4335;535000;8;250;13;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
1484;1484;2,99E+05;4;115;10;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
3771;3771;1490000;9;300;4;Kombi;Uygun;2. Kat;4;Keçiören;938565;Lise;1,43
4437;4437;295000;2;45;0;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3212;3212;269000;4;105;24;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
3024;3024;385000;4;125;15;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2695;2695;520000;4;130;10;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
1445;1445;3,05E+05;4;110;30;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4605;4605;620000;4;125;28;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
352;352;532000;6;200;16;Kombi;Uygun;Teras Katý;2;Keçiören;938565;Lise;1,43
856;856;1050000;7;255;12;Kombi;Uygun;4. Kat;4;Çankaya;925828;Lisans;0,7
1079;1079;319000;4;110;25;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3876;3876;439000;4;135;12;Kombi;Uygun;Kot 2;2;Keçiören;938565;Lise;1,43
2298;2298;650000;4;130;20;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2727;2727;615000;4;100;23;Merkezi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
2240;2240;1400000;5;180;0;Merkezi(PayÖlçer);Uygun deðil;10. Kat;2;Çankaya;925828;Lisans;0,7
3764;3764;530000;4;140;10;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2351;2351;575000;4;115;13;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
180;180;650000;5;181;12;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2673;2673;315000;4;125;7;Kombi;Uygun;2. Kat;1;Mamak;669465;Lise;1,9
2840;2840;245000;4;110;15;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
4549;4549;775000;4;120;18;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3480;3480;225000;4;125;20;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
2405;2405;665000;4;120;0;Merkezi(PayÖlçer);Uygun;14. Kat;2;Sincan;549108;Lise;1,44
971;971;3,50E+05;4;115;20;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
750;750;1760000;5;166;0;Merkezi(PayÖlçer);Uygun;14. Kat;2;;938565;Lise;1,43
2606;2606;385000;3;115;22;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4889;4889;325000;4;105;31;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3022;3022;1350000;6;165;0;Kombi;Uygun;3. Kat;3;Çankaya;925828;Lisans;0,7
4529;4529;650000;7;180;30;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
2954;2954;199000;4;130;1;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
3188;3188;2500000;7;248;15;Merkezi;Uygun;15. Kat;3;Çankaya;925828;Lisans;0,7
36;36;1400000;5;170;6;Merkezi(PayÖlçer);Uygun;Ara Kat;2;Çankaya;925828;liSans;0,7
1376;1376;155000;3;85;20;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
817;817;570000;6;173;22;Kombi;Uygun;En Üst Kat;2;Keçiören;938565;Lise;1,43
747;747;920000;6;160;25;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
4391;4391;215000;3;90;25;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
4137;4137;440000;4;105;0;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
1738;1738;220000;3;80;3;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
861;861;520000;4;125;18;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
1937;1937;3700000;8;440;0;Merkezi(PayÖlçer);Uygun;3. Kat;4;Çankaya;925828;Lisans;0,7
2993;2993;408000;4;140;11;Kombi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
3898;3898;600000;4;156;12;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
920;920;249000;4;100;28;Merkezi;Uygun;11. Kat;1;Sincan;549108;Lise;1,44
2292;2292;1190000;7;300;15;Kombi;Uygun;4. Kat;3;Çankaya;925828;Lisans;0,7
1936;1936;170000;4;110;25;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
2781;2781;225000;4;110;20;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
2513;2513;280000;4;120;19;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
2986;2986;425000;4;115;8;Kombi;Uygun;5. Kat;1;Keçiören;938565;Lise;1,43
3427;3427;355000;4;120;22;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1594;1594;670000;4;150;1;Merkezi(PayÖlçer);Uygun;15. Kat;1;Keçiören;938565;Lise;1,43
2331;2331;226000;4;110;30;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
2798;2798;265000;4;120;20;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4598;4598;260000;4;110;20;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
712;712;1250000;153;110;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
783;783;738000;5;150;13;Merkezi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2731;2731;485000;4;125;13;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4326;4326;149000;4;105;30;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
2043;2043;210000;4;100;30;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
3948;3948;235000;4;115;19;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
4812;4812;874000;45;230;10;Kombi;Uygun;En Üst Kat;2;Çankaya;925828;Lisans;0,7
2002;2002;725000;6;170;20;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3926;3926;810000;4;135;0;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2809;2809;680000;4;115;0;Merkezi;Uygun;Kot 2;2;Çankaya;925828;Lisans;0,7
1170;1170;350000;3;90;35;Merkezi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
3435;3435;340000;4;110;22;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
587;587;595000;3;70;0;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
1899;1899;649000;5;-72;3;Kombi;Uygun;3. Kat;3;Keçiören;938565;Lise;1,43
2264;2264;589000;4;130;22;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
3961;3961;175000;4;110;20;Kombi;Uygun;En Üst Kat;1;Sincan;549108;Lise;1,44
780;780;339000;4;127;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
2627;2627;585000;4;130;19;Merkezi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1600;1600;900000;4;96;0;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
349;349;359000;4;110;30;Merkezi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
317;317;790000;5;160;33;Merkezi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
2835;2835;1086000;4;160;40;Merkezi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
4086;4086;370000;3;92;3;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
4886;4886;595000;4;130;16;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
719;719;480000;4;110;35;Merkezi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
2456;2456;975000;4;130;53;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1657;1657;620000;4;125;35;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3271;3271;340000;4;110;20;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
3173;3173;2300000;7;420;8;Kombi;Uygun;Teras Katý;4;Keçiören;938565;Lise;1,43
2880;2880;335000;4;85;45;Kombi;Uygun;Zemin;1;Çankaya;925828;Lisans;0,7
3361;3361;1270000;5;200;4;Merkezi(PayÖlçer);Uygun;6. Kat;2;Çankaya;925828;Lisans;0,7
1863;1863;5,45E+05;4;120;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
793;793;398000;3;100;25;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2479;2479;325000;4;110;26;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1210;1210;189000;3;120;20;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
2859;2859;550000;4;110;14;Kombi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0
811;811;1290000;5;165;18;Kombi;Uygun;10. Kat;2;Çankaya;925828;Lisans;0,7
3976;3976;665000;4;110;30;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
